"filename", "language", "C", "C++", "YAML", "comment", "blank", "total"
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_programs.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_refresh.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_refresh.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_search.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_search.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_settings.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/start_settings.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/taskbar_icon.c", "C", 20, 0, 0, 0, 1, 21
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/taskbar_icon.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/vysion_gfx.h", "C++", 0, 40, 0, 0, 5, 45
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_close.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_close.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_maximize.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_maximize.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_minimize.c", "C", 8, 0, 0, 0, 1, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/window_minimize.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/xlibc_condensed.c", "C", 12, 0, 0, 0, 1, 13
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/xlibc_condensed.h", "C++", 0, 14, 0, 0, 5, 19
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/xlibc_condensed_palette.c", "C", 34, 0, 0, 0, 1, 35
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/gfx/output/xlibc_condensed_palette.h", "C++", 0, 11, 0, 0, 5, 16
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/init.c", "C", 21, 0, 0, 3, 3, 27
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/init.h", "C++", 0, 6, 0, 0, 3, 9
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/os.c", "C", 34, 0, 0, 3, 4, 41
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/os.h", "C++", 0, 6, 0, 2, 4, 12
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/settings.c", "C", 17, 0, 0, 8, 5, 30
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/settings.h", "C++", 0, 24, 0, 6, 14, 44
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/util.c", "C", 26, 0, 0, 5, 4, 35
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/util.h", "C++", 0, 7, 0, 0, 3, 10
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/wallpaper.c", "C", 140, 0, 0, 42, 12, 194
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/wallpaper.h", "C++", 0, 30, 0, 3, 5, 38
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/window_manager.c", "C", 165, 0, 0, 63, 12, 240
"/run/media/mike/Data/Data/Programming/TI/Projects/Main/VYSION_2/src/vysion/window_manager.h", "C++", 0, 50, 0, 23, 10, 83
"Total", "-", 3076, 1410, 78, 775, 649, 5988
